airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-667,Mumbai,Evening,one,Late_Night,Delhi,Economy,7.17,11,16233
Air_India,AI-683,Mumbai,Night,one,Evening,Delhi,Economy,19.75,11,16443
Air_India,AI-9657,Mumbai,Evening,one,Evening,Delhi,Economy,21.67,11,16443
Air_India,AI-663,Mumbai,Afternoon,one,Evening,Delhi,Economy,27.33,11,17703
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Economy,9.42,11,25263
SpiceJet,SG-8710,Mumbai,Night,zero,Night,Delhi,Economy,2,12,5943
SpiceJet,SG-1092,Mumbai,Night,zero,Night,Delhi,Economy,2.17,12,5943
SpiceJet,SG-1059,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,12,5943
SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,12,5943
SpiceJet,SG-1090,Mumbai,Morning,zero,Morning,Delhi,Economy,2.25,12,5943
SpiceJet,SG-8702,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.42,12,5943
SpiceJet,SG-1062,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,12,5943
SpiceJet,SG-8158,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,12,5943
AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,12,5944
Indigo,6E-574,Mumbai,Evening,zero,Night,Delhi,Economy,1.83,12,5943
Indigo,6E-6201,Mumbai,Morning,zero,Morning,Delhi,Economy,1.92,12,5943
Indigo,6E-5013,Mumbai,Early_Morning,zero,Early_Morning,Delhi,Economy,2.08,12,5943
Indigo,6E-6721,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,12,5943
Indigo,6E-416,Mumbai,Evening,zero,Evening,Delhi,Economy,2.08,12,5943
Indigo,6E-6004,Mumbai,Evening,zero,Night,Delhi,Economy,2.08,12,5943
Indigo,6E-2518,Mumbai,Night,zero,Night,Delhi,Economy,2.08,12,5943
Indigo,6.00E-248,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,12,5943
Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,12,5943
Indigo,6E-5017,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,12,5943
Indigo,6E-2077,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.17,12,5943
Indigo,6E-2047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,12,5943
Indigo,6.00E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,12,5943
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,12,5943
Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,12,5943
Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,12,5943
Air_India,AI-687,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.25,12,5943
Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Economy,2.25,12,5943
Air_India,AI-867,Mumbai,Night,zero,Night,Delhi,Economy,2.25,12,5943
Air_India,AI-660,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,12,5943
Indigo,6E-6234,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.83,12,5939
Indigo,6.00E-296,Mumbai,Night,one,Late_Night,Delhi,Economy,4.08,12,5939
Indigo,6E-6222,Mumbai,Morning,one,Afternoon,Delhi,Economy,4.25,12,5939
Indigo,6E-5392,Mumbai,Evening,one,Night,Delhi,Economy,4.5,12,5939
Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Delhi,Economy,5.08,12,5939
AirAsia,I5-631,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,12,5939
AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6,12,5939
AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.67,12,5939
Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,12,5939
Indigo,6E-5376,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,12,5939
AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,12,5939
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,8,12,5939
Indigo,6E-6222,Mumbai,Morning,one,Evening,Delhi,Economy,8.17,12,5939
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,8.83,12,5939
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,12,5939
Indigo,6E-6182,Mumbai,Early_Morning,one,Evening,Delhi,Economy,9.42,12,5939
AirAsia,I5-471,Mumbai,Night,one,Morning,Delhi,Economy,11.33,12,5939
AirAsia,I5-1569,Mumbai,Night,one,Morning,Delhi,Economy,11.58,12,5939
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,11.75,12,5939
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,12,5939
AirAsia,I5-336,Mumbai,Night,one,Morning,Delhi,Economy,12.75,12,5939
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,12,5939
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Delhi,Economy,3.67,12,5943
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.75,12,5943
SpiceJet,SG-4417,Mumbai,Evening,one,Morning,Delhi,Economy,14.83,12,5943
SpiceJet,SG-2697,Mumbai,Night,one,Night,Delhi,Economy,25.92,12,6048
AirAsia,I5-767,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,12,6127
SpiceJet,SG-349,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.75,12,6258
Indigo,6.00E-176,Mumbai,Afternoon,one,Night,Delhi,Economy,6.25,12,6430
Indigo,6E-5372,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.33,12,6921
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,10.33,12,6921
Indigo,6E-939,Mumbai,Morning,one,Evening,Delhi,Economy,7.83,12,7903
Air_India,AI-643,Mumbai,Afternoon,one,Evening,Delhi,Economy,26.17,12,8148
AirAsia,I5-620,Mumbai,Early_Morning,one,Morning,Delhi,Economy,6.17,12,8452
SpiceJet,SG-276,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.75,12,8489
Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,26.42,12,8988
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,12.5,12,9828
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,13.42,12,9828
Air_India,AI-629,Mumbai,Evening,one,Morning,Delhi,Economy,15.25,12,9828
Air_India,AI-619,Mumbai,Night,one,Evening,Delhi,Economy,22.25,12,9828
Air_India,AI-625,Mumbai,Morning,one,Morning,Delhi,Economy,26.08,12,9828
Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Economy,26.75,12,9828
Air_India,AI-611,Mumbai,Morning,one,Night,Delhi,Economy,10.42,12,9933
Air_India,AI-611,Mumbai,Morning,one,Morning,Delhi,Economy,21.33,12,9933
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,12,10248
Air_India,AI-619,Mumbai,Night,one,Morning,Delhi,Economy,12.75,12,10668
Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,5.33,12,10773
Indigo,6E-5384,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,12,11351
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Economy,11.92,12,11508
Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,Economy,9.92,12,11928
Air_India,AI-607,Mumbai,Evening,one,Night,Delhi,Economy,7.17,12,12138
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,10.83,12,12138
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,12,12138
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Economy,13,12,12379
Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Delhi,Economy,10.08,12,12978
Air_India,AI-675,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.83,12,12978
Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Economy,12.33,12,12978
Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Economy,14.17,12,12978
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Economy,15.08,12,12978
Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Economy,16,12,12978
Air_India,AI-607,Mumbai,Evening,one,Morning,Delhi,Economy,16.17,12,12978
Air_India,AI-675,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.83,12,12978
Air_India,AI-570,Mumbai,Early_Morning,one,Night,Delhi,Economy,17.83,12,12978
Air_India,AI-774,Mumbai,Night,one,Night,Delhi,Economy,24,12,12978
Air_India,AI-673,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,12,13009
Air_India,AI-675,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,12,13398
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.42,12,13840
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.58,12,13840
Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,Economy,10.83,12,15183
Air_India,AI-570,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.5,12,15183
Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Economy,28,12,15183
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Economy,9.42,12,15393
Air_India,AI-9657,Mumbai,Evening,one,Evening,Delhi,Economy,21.67,12,15393
Air_India,AI-663,Mumbai,Afternoon,one,Evening,Delhi,Economy,27.33,12,16023
Air_India,AI-683,Mumbai,Night,one,Evening,Delhi,Economy,19.75,12,16338
Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.67,12,16758
Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,7.67,12,19173
SpiceJet,SG-8710,Mumbai,Night,zero,Night,Delhi,Economy,2,13,5943
SpiceJet,SG-1092,Mumbai,Night,zero,Night,Delhi,Economy,2.17,13,5943
SpiceJet,SG-1059,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,13,5943
SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,13,5943
SpiceJet,SG-1090,Mumbai,Morning,zero,Morning,Delhi,Economy,2.25,13,5943
SpiceJet,SG-8702,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,13,5943
SpiceJet,SG-1062,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,13,5943
SpiceJet,SG-8158,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,13,5943
AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,13,5944
Indigo,6E-574,Mumbai,Evening,zero,Night,Delhi,Economy,1.83,13,5943
Indigo,6E-5013,Mumbai,Early_Morning,zero,Early_Morning,Delhi,Economy,2.08,13,5943
Indigo,6E-6721,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,13,5943
Indigo,6E-416,Mumbai,Evening,zero,Evening,Delhi,Economy,2.08,13,5943
Indigo,6E-6004,Mumbai,Evening,zero,Night,Delhi,Economy,2.08,13,5943
Indigo,6E-2518,Mumbai,Night,zero,Night,Delhi,Economy,2.08,13,5943
Indigo,6.00E-248,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,13,5943
Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,13,5943
Indigo,6E-5017,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,13,5943
Indigo,6E-2077,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.17,13,5943
Indigo,6E-2047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,13,5943
Indigo,6.00E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,13,5943
Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,13,5943
Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,13,5943
Air_India,AI-687,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.25,13,5943
Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Economy,2.25,13,5943
Air_India,AI-867,Mumbai,Night,zero,Night,Delhi,Economy,2.25,13,5943
Air_India,AI-660,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,13,5943
Indigo,6E-6234,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.83,13,5939
Indigo,6.00E-296,Mumbai,Night,one,Late_Night,Delhi,Economy,4.08,13,5939
Indigo,6E-5372,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.33,13,5939
Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Delhi,Economy,5.08,13,5939
AirAsia,I5-631,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,13,5939
AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6,13,5939
AirAsia,I5-620,Mumbai,Early_Morning,one,Morning,Delhi,Economy,6.17,13,5939
Indigo,6.00E-176,Mumbai,Afternoon,one,Night,Delhi,Economy,6.25,13,5939
AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.67,13,5939
Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,13,5939
AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,13,5939
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,8,13,5939
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,13,5939
AirAsia,I5-1569,Mumbai,Night,one,Morning,Delhi,Economy,11.58,13,5939
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,11.75,13,5939
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,13,5939
AirAsia,I5-336,Mumbai,Night,one,Morning,Delhi,Economy,12.75,13,5939
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,13,5939
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Delhi,Economy,3.67,13,5943
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.75,13,5943
SpiceJet,SG-276,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.75,13,5943
SpiceJet,SG-4417,Mumbai,Evening,one,Morning,Delhi,Economy,14.83,13,5943
SpiceJet,SG-2697,Mumbai,Night,one,Night,Delhi,Economy,25.92,13,6048
AirAsia,I5-767,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,13,6127
Indigo,6E-6201,Mumbai,Morning,zero,Morning,Delhi,Economy,1.92,13,6153
SpiceJet,SG-343,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,13,6258
Indigo,6E-6222,Mumbai,Morning,one,Afternoon,Delhi,Economy,4.25,13,6430
Indigo,6E-5382,Mumbai,Evening,one,Night,Delhi,Economy,5.83,13,6430
Indigo,6E-939,Mumbai,Morning,one,Evening,Delhi,Economy,7.83,13,6430
Indigo,6E-5376,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,13,6921
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,8.83,13,6921
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,10.33,13,6921
Air_India,AI-631,Mumbai,Evening,one,Afternoon,Delhi,Economy,20.58,13,8296
Indigo,6E-5392,Mumbai,Evening,one,Night,Delhi,Economy,4.5,13,8394
AirAsia,I5-471,Mumbai,Night,one,Morning,Delhi,Economy,11.33,13,8452
Air_India,AI-631,Mumbai,Evening,one,Morning,Delhi,Economy,14.08,13,8926
Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,26.42,13,8988
Air_India,AI-688,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.92,13,9136
Air_India,AI-688,Mumbai,Morning,one,Morning,Delhi,Economy,24.67,13,9136
Indigo,6E-6222,Mumbai,Morning,one,Evening,Delhi,Economy,8.17,13,9377
Air_India,AI-627,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.67,13,9828
Air_India,AI-625,Mumbai,Morning,one,Afternoon,Delhi,Economy,7.58,13,9828
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,12.5,13,9828
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,13.42,13,9828
Air_India,AI-629,Mumbai,Evening,one,Morning,Delhi,Economy,15.92,13,9828
Air_India,AI-625,Mumbai,Morning,one,Morning,Delhi,Economy,26.08,13,9828
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.42,13,9922
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.58,13,9922
Air_India,AI-619,Mumbai,Night,one,Evening,Delhi,Economy,22.25,13,10143
Air_India,AI-651,Mumbai,Morning,one,Morning,Delhi,Economy,25.08,13,10418
SpiceJet,SG-349,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.75,13,10509
Air_India,AI-619,Mumbai,Night,one,Morning,Delhi,Economy,12.75,13,10563
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,13,10563
Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,5.33,13,10773
Air_India,AI-655,Mumbai,Evening,one,Evening,Delhi,Economy,24.67,13,11236
Indigo,6E-5384,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,13,11351
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Economy,8.92,13,11508
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Economy,11.92,13,11508
Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,Economy,9.92,13,11928
Air_India,AI-675,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,13,12978
Air_India,AI-607,Mumbai,Evening,one,Night,Delhi,Economy,7.17,13,12978
Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,7.67,13,12978
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,11.08,13,12978
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,13,12978
Air_India,AI-675,Mumbai,Early_Morning,one,Night,Delhi,Economy,14.75,13,12978
Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Economy,16,13,12978
Air_India,AI-675,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.83,13,12978
Air_India,AI-611,Mumbai,Morning,one,Night,Delhi,Economy,10.42,13,13083
Air_India,AI-611,Mumbai,Morning,one,Early_Morning,Delhi,Economy,17.5,13,13083
Air_India,AI-611,Mumbai,Morning,one,Morning,Delhi,Economy,21.33,13,13083
Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Economy,12.33,13,13398
Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Economy,14.17,13,13398
Air_India,AI-774,Mumbai,Night,one,Evening,Delhi,Economy,21.08,13,13398
Air_India,AI-639,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,13,13503
Air_India,AI-607,Mumbai,Evening,one,Morning,Delhi,Economy,16.17,13,13503
Air_India,AI-649,Mumbai,Early_Morning,one,Early_Morning,Delhi,Economy,24.67,13,13568
Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,Economy,10.83,13,14343
Air_India,AI-570,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.5,13,14343
Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Economy,28,13,14658
Air_India,AI-683,Mumbai,Night,one,Evening,Delhi,Economy,19.75,13,15393
Air_India,AI-9657,Mumbai,Evening,one,Evening,Delhi,Economy,21.67,13,15393
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Economy,9.42,13,15918
Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.67,13,16023
Air_India,AI-667,Mumbai,Evening,one,Late_Night,Delhi,Economy,7.17,13,16233
Air_India,AI-663,Mumbai,Afternoon,one,Evening,Delhi,Economy,27.33,13,17388
SpiceJet,SG-8710,Mumbai,Night,zero,Night,Delhi,Economy,2,14,5943
SpiceJet,SG-1092,Mumbai,Night,zero,Night,Delhi,Economy,2.17,14,5943
SpiceJet,SG-1059,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,14,5943
SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,14,5943
SpiceJet,SG-1090,Mumbai,Morning,zero,Morning,Delhi,Economy,2.25,14,5943
SpiceJet,SG-8702,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.42,14,5943
SpiceJet,SG-1062,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,14,5943
SpiceJet,SG-8158,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,14,5943
AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,14,5944
Indigo,6E-5013,Mumbai,Early_Morning,zero,Early_Morning,Delhi,Economy,2.08,14,5943
Indigo,6E-6721,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,14,5943
Indigo,6E-416,Mumbai,Evening,zero,Evening,Delhi,Economy,2.08,14,5943
Indigo,6E-6004,Mumbai,Evening,zero,Night,Delhi,Economy,2.08,14,5943
Indigo,6E-2518,Mumbai,Night,zero,Night,Delhi,Economy,2.08,14,5943
Indigo,6.00E-248,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,14,5943
Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,14,5943
Indigo,6.00E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,14,5943
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,14,5943
Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,14,5943
Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,14,5943
Air_India,AI-687,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.25,14,5943
Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Economy,2.25,14,5943
Air_India,AI-867,Mumbai,Night,zero,Night,Delhi,Economy,2.25,14,5943
Air_India,AI-660,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,14,5943
Indigo,6E-6234,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.83,14,5939
Indigo,6E-6222,Mumbai,Morning,one,Afternoon,Delhi,Economy,4.25,14,5939
Indigo,6E-5372,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.33,14,5939
Indigo,6E-5392,Mumbai,Evening,one,Night,Delhi,Economy,4.5,14,5939
AirAsia,I5-631,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,14,5939
AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6,14,5939
Indigo,6.00E-176,Mumbai,Afternoon,one,Night,Delhi,Economy,6.25,14,5939
AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.67,14,5939
AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,14,5939
Indigo,6E-939,Mumbai,Morning,one,Evening,Delhi,Economy,7.83,14,5939
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,8,14,5939
Indigo,6E-6222,Mumbai,Morning,one,Evening,Delhi,Economy,8.17,14,5939
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,14,5939
Indigo,6E-6182,Mumbai,Early_Morning,one,Evening,Delhi,Economy,9.42,14,5939
AirAsia,I5-471,Mumbai,Night,one,Morning,Delhi,Economy,11.33,14,5939
AirAsia,I5-1569,Mumbai,Night,one,Morning,Delhi,Economy,11.58,14,5939
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,11.75,14,5939
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,14,5939
AirAsia,I5-336,Mumbai,Night,one,Morning,Delhi,Economy,12.75,14,5939
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,14,5939
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Delhi,Economy,3.67,14,5943
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.75,14,5943
SpiceJet,SG-276,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.75,14,5943
SpiceJet,SG-349,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.75,14,5943
SpiceJet,SG-4417,Mumbai,Evening,one,Morning,Delhi,Economy,14.83,14,5943
SpiceJet,SG-2697,Mumbai,Night,one,Night,Delhi,Economy,25.92,14,6048
Indigo,6E-574,Mumbai,Evening,zero,Night,Delhi,Economy,1.83,14,6153
Indigo,6E-6201,Mumbai,Morning,zero,Morning,Delhi,Economy,1.92,14,6153
Indigo,6E-2077,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.17,14,6153
Indigo,6E-2047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,14,6153
AirAsia,I5-767,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,14,6337
Indigo,6E-5017,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,14,6363
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,14,6391
Air_India,AI-619,Mumbai,Night,one,Evening,Delhi,Economy,22.25,14,6391
Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Economy,26.75,14,6391
Air_India,AI-631,Mumbai,Evening,one,Afternoon,Delhi,Economy,20.58,14,6879
Air_India,AI-619,Mumbai,Night,one,Morning,Delhi,Economy,12.75,14,6888
Indigo,6E-5376,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,14,6921
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,8.83,14,6921
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,10.33,14,6921
Air_India,AI-643,Mumbai,Afternoon,one,Evening,Delhi,Economy,26.17,14,7067
Air_India,AI-629,Mumbai,Evening,one,Morning,Delhi,Economy,16.42,14,7434
Air_India,AI-625,Mumbai,Morning,one,Morning,Delhi,Economy,26.08,14,7718
Indigo,6E-5384,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,14,8394
Air_India,AI-651,Mumbai,Morning,one,Morning,Delhi,Economy,25.58,14,8402
Air_India,AI-611,Mumbai,Morning,one,Night,Delhi,Economy,10.42,14,9093
Air_India,AI-611,Mumbai,Morning,one,Morning,Delhi,Economy,21.33,14,9093
Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,26.42,14,9303
Air_India,AI-627,Mumbai,Early_Morning,one,Morning,Delhi,Economy,5.33,14,9828
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,12.5,14,9828
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,13.42,14,9828
AirAsia,I5-620,Mumbai,Early_Morning,one,Morning,Delhi,Economy,6.17,14,9922
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.58,14,9922
Air_India,AI-649,Mumbai,Early_Morning,one,Early_Morning,Delhi,Economy,24.67,14,9998
Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Delhi,Economy,5.08,14,10196
Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,14,10196
